GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P	SYMBOL
ENSG00000183230	10	67672276	69455927	6398	183	68614	1.5583	0.05958	CTNNA3
ENSG00000198739	10	68685764	68859588	443	35	68046	-0.18281	0.57253	LRRTM3
ENSG00000108176	10	69556427	69597924	68	12	67424	0.38548	0.34994	DNAJC12
ENSG00000096717	10	69644427	69678147	88	11	68117	-0.15007	0.55965	SIRT1
ENSG00000148634	10	69681665	69835105	263	17	65849	0.43677	0.33114	HERC4
ENSG00000138347	10	69865912	69971774	426	28	68598	-1.1703	0.87905	MYPN
ENSG00000179774	10	69990386	69991871	3	2	63312	0.69191	0.2445	ATOH7
ENSG00000108187	10	70042417	70092806	174	11	70219	0.74456	0.22827	PBLD
ENSG00000096746	10	70090931	70102948	22	5	67889	-0.090184	0.53593	HNRNPH3
ENSG00000204130	10	70100864	70167051	134	10	67774	-1.2562	0.89548	RUFY2
ENSG00000138346	10	70173821	70231879	191	16	69547	-0.73848	0.76989	DNA2
ENSG00000122912	10	70237756	70287231	188	15	68315	-0.52425	0.69995	SLC25A16
ENSG00000138336	10	70320413	70454239	413	18	71254	3.5631	0.00018325	TET1
ENSG00000060339	10	70480769	70552134	134	15	69672	2.0964	0.018025	CCAR1
ENSG00000165730	10	70587298	70655188	187	24	67597	2.3746	0.0087834	STOX1
ENSG00000107625	10	70661034	70706603	123	17	64019	1.4535	0.073042	DDX50
ENSG00000165732	10	70715884	70744829	54	13	64093	1.9193	0.027476	DDX21
ENSG00000198954	10	70748487	70776738	81	13	66123	2.9867	0.0014102	KIAA1279
ENSG00000122862	10	70847862	70864567	42	7	70978	0.94217	0.17305	SRGN
ENSG00000122958	10	70883268	70932617	113	11	71204	-0.91128	0.81893	VPS26A
ENSG00000156502	10	70939988	70968855	68	9	69881	-1.4227	0.92259	SUPV3L1
ENSG00000156510	10	70980059	71027315	172	29	70108	0.73016	0.23265	HKDC1
ENSG00000156515	10	71029740	71161638	500	67	69037	0.81487	0.20757	HK1
ENSG00000075073	10	71163659	71176623	38	5	71092	0.21774	0.41382	TACR2
ENSG00000099282	10	71211229	71267425	226	16	70207	1.0432	0.14843	TSPAN15
ENSG00000122859	10	71331454	71332994	4	2	70241	-0.17144	0.56806	NEUROG3
ENSG00000171224	10	71390007	71393352	21	5	71274	0.35112	0.36275	C10orf35
ENSG00000235645	10	71444655	71452208	39	7	71762	0.13813	0.44507	RP11-242G20.1
ENSG00000197467	10	71561644	71724031	728	107	69758	0.078158	0.46885	COL13A1
ENSG00000099284	10	71812552	71872036	178	29	66327	-0.5222	0.69923	H2AFY2
ENSG00000042286	10	71857979	71892690	104	25	66003	1.6111	0.05358	AIFM2
ENSG00000156521	10	71897737	71906432	38	8	71043	1.4486	0.073726	TYSND1
ENSG00000079332	10	71907045	71930279	81	12	69823	0.91993	0.1788	SAR1A
ENSG00000180817	10	71962586	71993667	113	16	66158	0.38024	0.35188	PPA1
ENSG00000148734	10	72007085	72043432	132	24	68307	-0.39637	0.65409	NPFFR1
ENSG00000172731	10	72058729	72142382	302	29	69770	-0.017389	0.50694	LRRC20
ENSG00000148730	10	72164135	72188374	43	9	70701	1.4397	0.074973	EIF4EBP2
ENSG00000156574	10	72192071	72207707	38	8	70341	0.73707	0.23054	NODAL
ENSG00000197604	10	72194585	72196314	3	2	67834	0.49335	0.31088	AC022532.1
ENSG00000107719	10	72238577	72328205	371	40	68231	2.0181	0.021788	PALD1
ENSG00000180644	10	72357104	72362531	14	5	67195	-0.041762	0.51666	PRF1
ENSG00000138316	10	72432559	72522197	435	49	69114	-1.04	0.85083	ADAMTS14
ENSG00000166220	10	72530995	72545157	67	18	70891	-0.79584	0.78694	TBATA
ENSG00000166224	10	72575717	72640930	182	21	63730	0.25571	0.39909	SGPL1
ENSG00000166228	10	72642037	72648541	20	9	66491	0.55616	0.28905	PCBD1
ENSG00000107731	10	72972327	73062621	312	37	70793	0.82789	0.20387	UNC5B
ENSG00000198246	10	73079015	73123142	158	23	70976	1.8277	0.033799	SLC29A3
ENSG00000107736	10	73156691	73575702	1311	148	69860	2.5067	0.0060939	CDH23
ENSG00000214688	10	73471458	73497581	60	11	69464	0.40594	0.34239	C10orf105
ENSG00000107738	10	73507316	73533255	87	22	68269	0.91306	0.18061	C10orf54
ENSG00000197746	10	73576055	73611126	121	18	69931	0.45047	0.32618	PSAP
ENSG00000122863	10	73724123	73773322	140	12	70637	1.6275	0.05182	CHST3
ENSG00000107742	10	73818793	73848790	89	9	71107	-0.087523	0.53487	SPOCK2
ENSG00000138303	10	73856278	73976892	200	15	61199	-0.041673	0.51662	ASCC1
ENSG00000166295	10	73975787	73995618	39	6	54674	-1.2005	0.88502	ANAPC16
ENSG00000168209	10	74033678	74035794	4	2	67235	-0.47873	0.68393	DDIT4
ENSG00000148719	10	74092588	74114988	58	3	70155	-1.6763	0.95316	DNAJB12
ENSG00000107745	10	74127098	74385899	382	8	68866	0.25065	0.40104	MICU1
ENSG00000156026	10	74451889	74647452	177	14	66179	-0.035423	0.51413	MCU
ENSG00000138315	10	74653339	74692791	37	6	67260	-1.54	0.93821	OIT3
ENSG00000138308	10	74694928	74714536	14	7	64403	-1.7697	0.96162	PLA2G12B
ENSG00000122884	10	74766975	74856732	145	5	70123	1.2672	0.10254	P4HA1
ENSG00000166321	10	74870217	74891586	43	2	71222	1.2051	0.11408	NUDT13
ENSG00000122882	10	74889913	74928813	90	2	71322	1.1796	0.11907	ECD
ENSG00000138286	10	74927924	75004262	154	4	71149	1.3576	0.087299	FAM149B1
ENSG00000213551	10	74943120	75008620	131	4	70950	1.4138	0.078716	DNAJC9
ENSG00000182180	10	75006510	75012451	14	2	69634	1.5437	0.061326	MRPS16
ENSG00000156042	10	75013517	75118617	276	4	71023	1.6637	0.048083	TTC18
ENSG00000138279	10	75134859	75173834	64	4	69183	1.788	0.03689	ANXA7
ENSG00000166343	10	75183339	75193319	6	3	67235	1.8417	0.032763	MSS51
ENSG00000107758	10	75196186	75255782	49	9	65234	1.6469	0.049792	PPP3CB
ENSG00000166348	10	75257296	75385711	201	10	69534	1.1029	0.13503	USP54
ENSG00000177791	10	75391412	75401515	18	4	68586	-0.16474	0.56543	MYOZ1
ENSG00000166317	10	75404639	75423561	25	2	70881	-2.6206	0.99561	SYNPO2L
ENSG00000172650	10	75434033	75457639	6	2	67005	-0.33651	0.63176	AGAP5
ENSG00000176986	10	75504120	75531919	42	8	67026	-1.8162	0.96533	SEC24C
ENSG00000196968	10	75532049	75540009	10	2	69932	-1.7415	0.9592	FUT11
ENSG00000214655	10	75545340	75561551	8	3	67431	-0.78709	0.78439	ZSWIM8
ENSG00000272916	10	75556272	75571409	15	5	69321	-1.4185	0.92198	RP11-574K11.31
ENSG00000166507	10	75561669	75571589	11	4	68892	-1.0636	0.85625	NDST2
ENSG00000148660	10	75572259	75634343	76	10	68783	-2.4232	0.99231	CAMK2G
ENSG00000122861	10	75668935	75677255	12	3	72301	0.62682	0.26539	PLAU
ENSG00000222047	10	75669727	75682535	19	4	70169	-0.30464	0.61968	C10orf55
ENSG00000035403	10	75757872	75879918	187	24	67660	-0.082267	0.53278	VCL
ENSG00000185009	10	75881524	75910821	54	6	70317	0.74346	0.2286	AP3M1
ENSG00000156110	10	75910960	76469061	850	27	69185	0.15271	0.43931	ADK
ENSG00000156650	10	76585340	76792380	240	19	66991	0.67656	0.24934	KAT6B
ENSG00000188716	10	76797594	76818272	48	12	67624	0.75221	0.22596	DUPD1
ENSG00000079393	10	76854192	76868979	45	10	69170	0.10837	0.45685	DUSP13
ENSG00000156671	10	76859344	76941881	164	18	69403	-0.5425	0.70626	SAMD8
ENSG00000165637	10	76969912	76991206	42	10	69075	-1.4768	0.93014	VDAC2
ENSG00000165644	10	76993727	76995788	2	1	65766	0.22286	0.41182	COMTD1
ENSG00000165655	10	77157588	77161664	2	1	58772	-0.031166	0.51243	ZNF503
ENSG00000148655	10	77360998	78319925	1977	145	68611	3.2236	0.00063293	C10orf11
ENSG00000156113	10	78629359	79398353	2041	140	69141	3.1514	0.00081235	KCNMA1
ENSG00000151208	10	79550549	79686378	380	17	70787	0.1405	0.44413	DLG5
ENSG00000204049	10	79626633	79629368	6	2	71696	-0.094608	0.53769	AL391421.1
ENSG00000148606	10	79734907	79789303	79	14	66998	1.5955	0.055306	POLR3A
ENSG00000138326	10	79793518	79816570	38	7	68221	2.2337	0.012751	RPS24
ENSG00000108175	10	80828792	81076276	795	94	69790	1.339	0.090291	ZMIZ1
ENSG00000108179	10	81107225	81115093	17	4	67726	0.25044	0.40112	PPIF
ENSG00000165424	10	81142081	81205383	246	43	70704	0.94868	0.17139	ZCCHC24
ENSG00000235705	10	81266126	81270678	10	4	64404	0.86733	0.19288	AL133481.1
ENSG00000253626	10	81272357	81276188	7	2	69491	1.385	0.083031	EIF5AL1
ENSG00000185303	10	81315608	81320153	31	9	70996	1.5595	0.059441	SFTPA2
ENSG00000122852	10	81370695	81375196	23	7	70054	1.0708	0.14213	SFTPA1
ENSG00000133661	10	81697496	81742370	224	14	71390	-0.69626	0.75687	SFTPD
ENSG00000133678	10	81838402	81852313	49	10	67085	-0.73046	0.76744	TMEM254
ENSG00000189129	10	81891438	81905115	77	14	65835	-1.11	0.8665	PLAC9
ENSG00000122359	10	81910645	81965328	210	21	67345	-0.63472	0.7372	ANXA11
ENSG00000204038	10	82009466	82013395	18	4	66645	0.16692	0.43372	AL359195.1
ENSG00000151224	10	82031576	82049440	58	11	66070	1.3584	0.087176	MAT1A
ENSG00000170788	10	82095861	82116511	46	10	66834	1.2474	0.10613	DYDC1
ENSG00000133665	10	82104501	82127829	77	10	67200	1.2411	0.10729	DYDC2
ENSG00000122378	10	82167585	82192753	63	11	66252	1.3489	0.088692	FAM213A
ENSG00000108219	10	82213922	82292879	173	25	66786	0.91756	0.17942	TSPAN14
ENSG00000178217	10	82297658	82406316	434	43	69300	1.8807	0.030007	SH2D4B
ENSG00000185737	10	83635070	84746935	3056	159	68375	2.2158	0.013354	NRG3
ENSG00000165678	10	85899196	85913001	44	10	67422	1.4281	0.076636	GHITM
ENSG00000188373	10	85933494	85945050	32	8	68022	2.4885	0.0064137	C10orf99
ENSG00000148600	10	85954410	85979377	81	12	69382	2.0257	0.021397	CDHR1
ENSG00000204033	10	85980254	85985345	18	5	70351	2.4684	0.0067863	LRIT2
ENSG00000148602	10	85991349	86001217	32	6	69776	0.86977	0.19221	LRIT1
ENSG00000148604	10	86004809	86019716	55	13	71006	0.99008	0.16107	RGR
ENSG00000107771	10	86088342	86278273	535	19	69438	1.599	0.05491	CCSER2
ENSG00000182771	10	87359312	88126250	2237	143	67172	2.3771	0.0087246	GRID1
ENSG00000062650	10	88195013	88281572	231	22	68584	1.909	0.028132	WAPAL
ENSG00000122375	10	88414314	88426605	50	12	66225	0.38073	0.3517	OPN4
ENSG00000122367	10	88428206	88495825	251	38	68266	-0.1388	0.55519	LDB3
ENSG00000107779	10	88516407	88692595	418	25	66809	-1.2306	0.89077	BMPR1A
ENSG00000173269	10	88695297	88729238	95	14	67640	0.88443	0.18823	MMRN2
ENSG00000173267	10	88718375	88723017	19	4	67733	0.26432	0.39577	SNCG
ENSG00000148671	10	88727949	88743691	48	7	69698	1.1172	0.13196	ADIRF
ENSG00000188100	10	88780063	88784487	15	4	70389	1.1735	0.12029	FAM25A
ENSG00000148672	10	88810243	88854623	96	14	68046	-0.36514	0.6425	GLUD1
ENSG00000122376	10	88853918	88951225	165	17	69633	-0.37186	0.645	FAM35A
ENSG00000184923	10	88985205	88996665	1	1	59276	0.4868	0.3132	NUTM2A
ENSG00000214562	10	89117425	89130452	3	2	67866	-0.16168	0.56422	NUTM2D
ENSG00000107789	10	89264632	89313217	82	15	68079	-0.59386	0.7237	MINPP1
ENSG00000198682	10	89419370	89507462	263	26	69577	1.5953	0.055325	PAPSS2
ENSG00000138138	10	89511269	89601100	150	10	70130	1.756	0.039547	ATAD1
ENSG00000227268	10	89618918	89623194	1	1	73173	1.8602	0.03143	KLLN
ENSG00000171862	10	89622870	89731687	125	26	66491	1.1802	0.11896	PTEN
ENSG00000184719	10	90033621	90344287	680	40	68189	1.4868	0.068535	RNLS
ENSG00000204022	10	90346510	90366733	27	7	68274	0.59224	0.27685	LIPJ
ENSG00000182333	10	90424198	90438571	42	11	67892	1.0062	0.15715	LIPF
ENSG00000204021	10	90484301	90512543	155	9	69370	0.44946	0.32655	LIPK
ENSG00000204020	10	90521163	90537999	69	12	69323	0.67453	0.24999	LIPN
ENSG00000173239	10	90562487	90580303	40	12	65380	1.0867	0.13859	LIPM
ENSG00000152766	10	90581889	90611575	78	16	67366	0.57977	0.28103	ANKRD22
ENSG00000138134	10	90639491	90734910	194	22	68461	-0.5224	0.6993	STAMBPL1
ENSG00000107796	10	90694831	90751147	127	27	68961	0.43997	0.32998	ACTA2
ENSG00000026103	10	90750414	90775542	100	12	70539	0.8662	0.19319	FAS
ENSG00000138135	10	90965694	90967071	5	2	69838	-1.1793	0.88086	CH25H
ENSG00000107798	10	90973326	91174314	544	48	67133	1.8044	0.035586	LIPA
ENSG00000119922	10	91061712	91069033	12	5	67060	-0.721	0.76455	IFIT2
ENSG00000119917	10	91087651	91100728	71	9	64012	0.64256	0.26025	IFIT3
ENSG00000204010	10	91137813	91144962	13	4	68396	1.9884	0.023382	IFIT1B
ENSG00000185745	10	91152303	91163745	29	8	65952	1.8614	0.031345	IFIT1
ENSG00000152778	10	91174343	91180758	24	7	69524	2.0709	0.019186	IFIT5
ENSG00000152779	10	91190051	91316398	336	39	68760	0.37804	0.3527	SLC16A12
ENSG00000152782	10	91342745	91405215	254	22	69827	2.4771	0.0066223	PANK1
ENSG00000138182	10	91461367	91534700	221	10	69495	3.9415	4.0489e-05	KIF20B
ENSG00000148680	10	92500578	92617671	308	19	69240	2.0108	0.022175	HTR7
ENSG00000148688	10	92631473	92668312	69	9	68886	0.82467	0.20478	RPP30
ENSG00000148677	10	92671853	92681033	12	5	67533	1.8156	0.034714	ANKRD1
ENSG00000180628	10	92979908	93044088	129	7	62087	0.19175	0.42397	PCGF5
ENSG00000165338	10	93170096	93274586	142	10	66272	0.53784	0.29534	HECTD2
ENSG00000119938	10	93388199	93392811	6	4	61043	1.2312	0.10913	PPP1R3C
ENSG00000107854	10	93558069	93625033	156	14	71500	0.82223	0.20547	TNKS2
ENSG00000174721	10	93666346	93669240	6	3	66656	-0.027382	0.51092	FGFBP3
ENSG00000095564	10	93683526	93790082	182	14	69708	1.5888	0.056054	BTAF1
ENSG00000107864	10	93806449	94050844	307	18	68614	1.6164	0.053006	CPEB3
ENSG00000198060	10	94050920	94113721	80	10	67205	1.8804	0.030026	MARCH5
ENSG00000119912	10	94211441	94333833	274	21	70034	0.35093	0.36282	IDE
ENSG00000138160	10	94353043	94415150	228	22	69416	0.049354	0.48032	KIF11
ENSG00000152804	10	94447945	94455403	9	3	70042	-0.33652	0.63176	HHEX
ENSG00000138190	10	94590935	94819250	521	21	64518	0.75921	0.22386	EXOC6
ENSG00000187553	10	94821021	94828454	15	4	65250	1.6603	0.04843	CYP26C1
ENSG00000095596	10	94833232	94837647	7	2	60720	0.95828	0.16896	CYP26A1
ENSG00000138119	10	95066186	95242074	640	50	67548	-1.4667	0.92877	MYOF
ENSG00000138180	10	95256389	95288849	117	14	68108	2.6971	0.0034976	CEP55
ENSG00000186188	10	95326422	95364237	144	20	67585	0.91025	0.18135	FFAR4
ENSG00000138207	10	95351444	95361501	48	6	66236	0.17542	0.43037	RBP4
ENSG00000095464	10	95372345	95425767	192	28	69957	-0.80963	0.79092	PDE6C
ENSG00000148690	10	95427640	95462329	100	10	70609	0.091282	0.46363	FRA10AC1
ENSG00000108231	10	95517566	95557916	116	20	69289	0.30618	0.37973	LGI1
ENSG00000176273	10	95653730	95715819	87	6	69344	1.6232	0.052269	SLC35G1
ENSG00000138193	10	95753746	96092580	646	50	69763	-1.2528	0.89487	PLCE1
ENSG00000173145	10	96075004	96122716	116	12	67007	-1.3463	0.9109	NOC3L
ENSG00000108239	10	96162261	96295687	201	17	68877	0.90596	0.18248	TBC1D12
ENSG00000119969	10	96305547	96373662	135	11	70599	0.26143	0.39688	HELLS
ENSG00000108242	10	96443251	96495947	136	16	69125	0.61416	0.26955	CYP2C18
ENSG00000165841	10	96447911	96613017	427	18	70040	0.14557	0.44213	CYP2C19
ENSG00000138109	10	96698415	96749147	171	17	68552	0.51042	0.30488	CYP2C9
ENSG00000138115	10	96796530	96829254	136	16	69348	1.2843	0.099514	CYP2C8
ENSG00000173124	10	96953957	96988685	95	6	69634	-0.68724	0.75404	C10orf129
ENSG00000107438	10	96997329	97050781	172	23	70433	-0.62154	0.73288	PDLIM1
ENSG00000095637	10	97071528	97321171	828	58	67972	2.1566	0.015518	SORBS1
ENSG00000059573	10	97365696	97416463	181	21	68544	1.1878	0.11746	ALDH18A1
ENSG00000119977	10	97423158	97453900	61	13	69210	1.8476	0.032334	TCTN3
ENSG00000138185	10	97471536	97637023	470	23	67362	1.5499	0.060579	ENTPD1
ENSG00000270099	10	97620305	97684601	181	24	64688	2.3727	0.0088297	RP11-248J23.7
ENSG00000173088	10	97667360	97698480	112	19	65307	1.7402	0.040911	C10orf131
ENSG00000269948	10	97709725	97744785	106	18	64566	1.7072	0.043891	RP11-248J23.6
ENSG00000269920	10	97733786	97792432	160	23	65206	1.8491	0.032223	RP11-690P14.4
ENSG00000188649	10	97733786	97792441	160	23	65206	1.8491	0.032223	CC2D2B
ENSG00000107443	10	97803151	97820627	27	8	64321	1.8142	0.034827	CCNJ
ENSG00000095585	10	97951458	98031344	256	41	68437	0.77331	0.21967	BLNK
ENSG00000107447	10	98064085	98098321	86	9	68754	0.32787	0.3715	DNTT
ENSG00000197430	10	98102973	98119092	55	9	69167	1.1792	0.11917	OPALIN
ENSG00000095587	10	98124363	98273675	416	39	69394	1.6011	0.054678	TLL2
ENSG00000077147	10	98277866	98347209	140	10	68590	2.0415	0.020602	TM9SF3
ENSG00000155629	10	98353069	98480271	332	40	67429	1.401	0.080601	PIK3AP1
ENSG00000196233	10	98592017	98740800	174	12	63786	0.63396	0.26305	LCOR
ENSG00000155640	10	98741041	98745582	5	3	66598	0.64879	0.25824	C10orf12
ENSG00000187122	10	98757795	98945677	523	57	70239	0.14657	0.44174	SLIT1
ENSG00000269891	10	98757795	99052413	826	74	69289	0.39907	0.34492	ARHGAP19-SLIT1
ENSG00000213390	10	98978996	99052413	211	15	66688	0.70417	0.24066	ARHGAP19
ENSG00000165879	10	99079022	99081672	5	2	70288	1.8112	0.035055	FRAT1
ENSG00000181274	10	99092255	99094458	2	1	65961	1.2988	0.096999	FRAT2
ENSG00000052749	10	99116115	99161127	167	7	70143	0.64358	0.25992	RRP12
ENSG00000224474	10	99179228	99185831	13	5	69733	1.0815	0.13973	AL355490.1
ENSG00000171314	10	99185917	99193198	11	5	67026	0.50112	0.30814	PGAM1
ENSG00000171311	10	99195899	99205774	21	5	67942	-0.26576	0.60479	EXOSC1
ENSG00000171307	10	99205927	99217127	14	4	72538	0.22032	0.41281	ZDHHC16
ENSG00000155229	10	99218081	99258551	68	11	68858	0.34041	0.36677	MMS19
ENSG00000165886	10	99258625	99330966	163	20	68857	-0.13347	0.55309	UBTD1
ENSG00000165887	10	99332198	99343641	26	5	68248	-0.17269	0.56855	ANKRD2
ENSG00000241935	10	99344080	99372559	72	16	71255	-0.4041	0.65693	HOGA1
ENSG00000249967	10	99344131	99433667	176	22	70112	0.69113	0.24474	PI4K2A
ENSG00000155252	10	99344131	99436191	183	22	70229	0.68431	0.24689	PI4K2A
ENSG00000203942	10	99349450	99350690	3	1	73173	-0.37647	0.64672	C10orf62
ENSG00000171160	10	99374310	99393344	34	5	66084	1.038	0.14964	MORN4
ENSG00000119986	10	99437181	99447080	35	8	68991	1.677	0.046768	AVPI1
ENSG00000155254	10	99472930	99477907	5	2	73173	0.38192	0.35126	MARVELD1
ENSG00000155256	10	99496878	99520664	77	7	71653	0.14724	0.44147	ZFYVE27
ENSG00000120057	10	99526508	99531709	9	3	69236	-0.28311	0.61146	SFRP5
ENSG00000155265	10	99609996	99631337	38	7	67727	1.437	0.075353	GOLGA7B
ENSG00000095713	10	99624757	99790585	311	38	69801	1.7065	0.043957	CRTAC1
ENSG00000269783	10	99627889	99631294	8	1	71359	1.0727	0.14169	GOLGA7B
ENSG00000166024	10	99894387	100004654	177	16	69038	-1.8307	0.96643	R3HCC1L
ENSG00000138131	10	100007447	100028007	49	6	71059	-1.948	0.97429	LOXL4
ENSG00000119943	10	100143322	100174941	152	9	71914	1.0602	0.14452	PYROXD2
ENSG00000107521	10	100175955	100206684	112	16	69385	1.3394	0.090219	HPS1
ENSG00000172987	10	100218875	100995619	1743	50	69944	1.1996	0.11515	HPSE2
ENSG00000119946	10	101088856	101154087	137	22	70601	1.4419	0.07466	CNNM1
ENSG00000120053	10	101156627	101190381	51	10	68424	0.6349	0.26275	GOT1
ENSG00000119919	10	101292690	101296278	8	2	72976	0.54739	0.29205	NKX2-3
ENSG00000155287	10	101370282	101380366	20	3	73173	2.2509	0.012197	SLC25A28
ENSG00000198018	10	101419263	101465997	74	7	70899	2.3514	0.0093502	ENTPD7
ENSG00000119929	10	101462315	101515891	74	13	68440	1.6947	0.045063	CUTC
ENSG00000014919	10	101471601	101491857	27	5	72298	2.0135	0.022031	COX15
ENSG00000023839	10	101542489	101611949	137	15	65625	1.8159	0.034693	ABCC2
ENSG00000107554	10	101635334	101769676	383	21	68796	0.92343	0.17789	DNMBP
ENSG00000120054	10	101801950	101841634	117	18	66830	0.043234	0.48276	CPN1
ENSG00000107566	10	101909851	101948091	73	9	69762	1.5419	0.061547	ERLIN1
ENSG00000213341	10	101948055	101989376	87	11	70202	2.2559	0.012038	CHUK
ENSG00000095485	10	101992055	102027437	96	9	71297	2.2973	0.0108	CWF19L1
ENSG00000196072	10	102033713	102046469	22	5	71034	1.7868	0.036981	BLOC1S2
ENSG00000107593	10	102047903	102090243	103	17	70266	1.523	0.063879	PKD2L1
ENSG00000099194	10	102106881	102124591	33	8	70165	0.11354	0.4548	SCD
ENSG00000075290	10	102222798	102243501	35	3	70582	0.31269	0.37726	WNT8B
ENSG00000075826	10	102246399	102289628	65	5	69691	0.84382	0.19938	SEC31B
ENSG00000255339	10	102265385	102289638	39	3	69852	0.32947	0.3709	NDUFB8
ENSG00000166136	10	102267203	102289757	35	3	69472	0.32774	0.37155	NDUFB8
ENSG00000166135	10	102288829	102319755	79	4	71186	0.79018	0.21471	HIF1AN
ENSG00000075891	10	102495360	102589698	193	25	64518	-0.17801	0.57064	PAX2
ENSG00000119906	10	102672326	102724893	75	12	69420	3.9627	3.7049e-05	FAM178A
ENSG00000055950	10	102729215	102747272	29	6	70421	2.6279	0.0042955	MRPL43
ENSG00000095539	10	102729275	102745628	25	5	70524	2.1915	0.014209	SEMA4G
ENSG00000107815	10	102747124	102754158	13	2	69207	1.1114	0.13321	C10orf2
ENSG00000107816	10	102756375	102767593	29	5	69528	1.9814	0.023776	LZTS2
ENSG00000186862	10	102767440	102790890	65	20	68433	2.4047	0.008094	PDZD7
ENSG00000107819	10	102790991	102800998	17	9	70445	0.65756	0.25541	SFXN3
ENSG00000107821	10	102821598	102827888	10	5	66609	1.1509	0.12489	KAZALD1
ENSG00000236311	10	102849078	102890883	121	17	70595	0.71092	0.23857	TLX1NB
ENSG00000269259	10	102882536	102883624	3	2	67110	0.99364	0.1602	HUG1
ENSG00000107807	10	102889257	102897545	17	6	71877	2.6692	0.0038017	TLX1
ENSG00000138136	10	102986733	102989551	2	1	64047	0.22906	0.40941	LBX1
ENSG00000166167	10	103113820	103317078	387	14	68993	3.0596	0.0011083	BTRC
ENSG00000166171	10	103330317	103369425	69	8	69456	1.9325	0.026651	DPCD
ENSG00000166169	10	103338639	103348027	16	2	68985	1.498	0.06707	POLL
ENSG00000107829	10	103370423	103455052	99	11	69314	3.1235	0.00089365	FBXW4
ENSG00000107831	10	103529899	103535854	3	2	59660	-0.1101	0.54384	FGF8
ENSG00000107833	10	103541082	103543170	3	1	73173	1.3107	0.09498	NPM3
ENSG00000198408	10	103544200	103578696	41	8	66096	1.8778	0.030203	MGEA5
ENSG00000120049	10	103585731	103603677	25	8	67319	2.9522	0.0015777	KCNIP2
ENSG00000120029	10	103605356	103815950	259	22	65371	2.5773	0.0049791	C10orf76
ENSG00000166189	10	103825147	103827792	2	1	73173	0.4687	0.31964	HPS6
ENSG00000198728	10	103867317	103880210	21	8	60712	1.4684	0.070996	LDB1
ENSG00000148840	10	103892787	103910082	18	7	61950	1.8627	0.031252	PPRC1
ENSG00000166197	10	103911933	103923627	12	3	60614	0.19025	0.42456	NOLC1
ENSG00000119915	10	103986085	103989346	4	1	69567	1.2261	0.11009	ELOVL3
ENSG00000107859	10	103989943	104001231	18	3	70011	1.2644	0.10303	PITX3
ENSG00000107862	10	104005289	104142656	190	22	66903	2.4059	0.0080656	GBF1
ENSG00000077150	10	104153867	104162281	13	7	62363	2.4848	0.0064807	NFKB2
ENSG00000059915	10	104162376	104181296	23	9	67312	3.0657	0.0010857	PSD
ENSG00000107872	10	104178946	104182893	3	2	62850	-0.10029	0.53994	FBXL15
ENSG00000107874	10	104183002	104192418	13	4	70791	1.856	0.03173	CUEDC2
ENSG00000120055	10	104209594	104211300	2	1	73173	3.775	8e-05	C10orf95
ENSG00000138111	10	104221149	104236802	55	6	70428	4.2524	1.0574e-05	TMEM180
ENSG00000138107	10	104238986	104262482	65	4	71789	3.016	0.0012808	ACTR1A
ENSG00000107882	10	104263744	104393292	273	12	69381	5.6092	1.0166e-08	SUFU
ENSG00000171206	10	104404253	104418164	21	7	68593	4.9179	4.3731e-07	TRIM8
ENSG00000138175	10	104433488	104474164	64	11	69310	6.4844	4.4547e-11	ARL3
ENSG00000156398	10	104474295	104503249	50	10	68950	6.3296	1.2292e-10	SFXN2
ENSG00000166272	10	104503727	104576021	207	22	69648	6.7289	8.5488e-12	WBP1L
ENSG00000148795	10	104590288	104597290	19	4	70706	7.6821	7.8271e-15	CYP17A1
ENSG00000166275	10	104613980	104624718	23	6	68271	7.6995	6.8279e-15	C10orf32
ENSG00000270316	10	104614029	104661656	136	14	70492	7.2956	1.4871e-13	C10orf32-ASMT
ENSG00000214435	10	104629273	104661656	102	11	70905	6.1094	5e-10	AS3MT
ENSG00000148842	10	104678050	104849978	406	20	69410	7.3651	8.8486e-14	CNNM2
ENSG00000076685	10	104845940	104953056	236	18	69698	6.1094	5e-10	NT5C2
ENSG00000235376	10	105005644	105007773	3	2	66872	4.2012	1.3276e-05	RPEL1
ENSG00000148798	10	105036920	105050108	20	5	66755	5.0999	1.6993e-07	INA
ENSG00000156374	10	105062553	105110891	57	11	66638	4.1753	1.4879e-05	PCGF6
ENSG00000148835	10	105127724	105148822	19	4	69069	4.1088	1.9887e-05	TAF5
ENSG00000173915	10	105148798	105156223	7	3	70498	3.9773	3.4851e-05	USMG5
ENSG00000148843	10	105156405	105206049	64	12	65058	3.8959	4.8914e-05	PDCD11
ENSG00000138172	10	105206543	105212660	8	5	65246	2.894	0.0019017	CALHM2
ENSG00000185933	10	105213144	105218645	11	4	68042	2.5515	0.0053626	CALHM1
ENSG00000183128	10	105232561	105238997	9	3	65062	-1.3463	0.9109	CALHM3
ENSG00000107954	10	105253736	105352309	251	33	68783	2.7185	0.0032786	NEURL1
ENSG00000107957	10	105348285	105615301	659	61	67194	1.3416	0.089858	SH3PXD2A
ENSG00000107960	10	105642300	105677963	89	9	68724	0.57413	0.28294	OBFC1
ENSG00000065613	10	105726959	105788991	162	11	70361	0.33273	0.36967	SLK
ENSG00000065618	10	105791044	105845760	89	15	69170	0.77853	0.21813	COL17A1
